"","Lat","Long","Site","Type","Date","Jour","Mois","An","Transect","Repetition","Depart_h","Arrive_h","Obs_h","Nom_sientifique","Genus","Spp","Nom_vernaculari","N_ind","N_juv","N_ad","N_m","N_f","Elevation_obs","Angle","Dis","Hauteur","Comportement","Plante","Support","Commentaire","Photo_ID"
"223","-14.425734",49.39341,"Befamatra","Nocturnal",2021-11-28,28,11,2021,"1",2,"18H 19M 0S","20H 51M 0S","19H 5M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,1,NA,NA,1333,70,15,12,"Repos","","Tafonona",NA,"466-469"
"224","-14.425017",49.396432,"Befamatra","Nocturnal",2021-11-28,28,11,2021,"1",2,NA,NA,"19H 53M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","2",NA,2,NA,NA,1234,40,20,18,"Deplacement","","Piro",NA,""
"225","-14.425017",49.396432,"Befamatra","Nocturnal",2021-11-28,28,11,2021,"1",2,NA,NA,"20H 23M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","4",NA,4,NA,NA,1234,60,10,10,"Repos","","Tafonona",NA,""
"226","-14.424653",49.396526,"Befamatra","Nocturnal",2021-11-28,28,11,2021,"1",2,NA,NA,"20H 32M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,1,NA,NA,1208,60,12,10,"Repos","","Mampay",NA,""
"227","-14.424603",49.396841,"Befamatra","Nocturnal",2021-11-28,28,11,2021,"2",3,"18H 32M 0S","21H 35M 0S","20H 38M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,1,NA,NA,1207,60,20,18,"Repos","","Haramy",NA,""
"228","-14.425264",49.396209,"Befamatra","Nocturnal",2021-11-28,28,11,2021,"1",2,NA,NA,"20H 9M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,1,NA,NA,1231,80,10,8,"Deplacement","","Tafonona",NA,""
"229","-14.425144",49.396256,"Befamatra","Nocturnal",2021-11-28,28,11,2021,"1",2,NA,NA,"20H 16M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","2",NA,2,NA,NA,1227,60,18,14,"Repos_Deplacement","","Vapaka_Tafonona",NA,""
"230","-14.425679",49.393605,"Befamatra","Nocturnal",2021-11-28,28,11,2021,"1",2,NA,NA,"19H 13M 0S","Microcebus_mittermeieri","Microcebus","mittermeieri","Tsidy","1",NA,1,NA,NA,1303,75,11,10,"Deplacement_Rapide","","Hasitohy",NA,""
"231","-14.424196",49.38848,"Befamatra","Diurnal",2021-11-29,29,11,2021,"3",3,"7H 38M 0S","10H 7M 0S","8H 9M 0S","Eulemur_albifrons","Eulemur","albifrons","Komba tomboloha","7",1,6,3,3,1373,70,13,11,"Deplacement",NA,"Haramy","1 mere porte bebe","473-489"
"232","-14.424394",49.388689,"Befamatra","Diurnal",2021-11-29,29,11,2021,"3",3,NA,NA,"9H 46M 0S","Eulemur_rubriventer","Eulemur","rubriventer","Tongona","1",NA,NA,1,NA,1435,80,14,12,"Repos",NA,"Voara","","490-493"
"233","-14.422015",49.395412,"Befamatra","Nocturnal",2021-11-29,29,11,2021,"2",4,NA,NA,"19H 21M 0S","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","1",NA,NA,NA,NA,1228,85,8,10,"Repos","","Makaranana",NA,""
"234","-14.420039",49.39353,"Befamatra","Nocturnal",2021-11-29,29,11,2021,"2",4,NA,NA,"20H 34M 0S","Avahi_laniger","Avahi","laniger","Fotsife","1",NA,1,NA,NA,1379,20,5,4,"Repos","","Vongo",NA,""
"235","-14.422015",49.395412,"Befamatra","Nocturnal",2021-11-29,29,11,2021,"2",4,NA,NA,"19H 21M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,NA,NA,NA,1229,90,10,12,"Repos","","Makaranana",NA,""
"236","-14.419998",49.394255,"Befamatra","Nocturnal",2021-11-29,29,11,2021,"2",4,NA,NA,"20H 5M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,NA,NA,NA,1338,80,30,40,"Repos","","Piro",NA,"504-506"
"237","-14.419983",49.394201,"Befamatra","Nocturnal",2021-11-29,29,11,2021,"2",4,NA,NA,"20H 8M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,NA,NA,NA,1336,45,22,15,"Repos","","Piro",NA,""
"238","-14.419983",49.394201,"Befamatra","Nocturnal",2021-11-29,29,11,2021,"2",4,NA,NA,"20H 15M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,NA,NA,NA,1336,40,15,20,"Repos","","Rotro",NA,""
"239","-14.420068",49.39341,"Befamatra","Nocturnal",2021-11-29,29,11,2021,"2",4,NA,NA,"20H 42M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","3",NA,3,1,1,1375,20,23,10,"Repos","","Piro",NA,""
"240","-14.420231",49.394756,"Befamatra","Nocturnal",2021-11-29,29,11,2021,"2",4,NA,NA,"21H 8M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,NA,NA,NA,1231,15,8,5,"","","Mafaikely",NA,""
"241","-14.421731",49.39542,"Befamatra","Nocturnal",2021-11-29,29,11,2021,"2",4,NA,NA,"21H 20M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,NA,NA,NA,1254,25,20,25,"Deplacement","","",NA,""
"242","-14.422948",49.396324,"Befamatra","Nocturnal",2021-11-29,29,11,2021,"2",4,NA,NA,"18H 42M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","5",NA,NA,NA,NA,1191,85,28,28,"Alimentation","Tavolo","Tavolo ",NA,""
"243","-14.420011",49.394167,"Befamatra","Nocturnal",2021-11-29,29,11,2021,"2",4,NA,NA,"20H 22M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,NA,NA,NA,1345,30,15,30,"Repos","","",NA,""
"244","-14.420131",49.393332,"Befamatra","Nocturnal",2021-11-29,29,11,2021,"2",4,NA,NA,"20H 47M 0S","Microcebus_mittermeieri","Microcebus","mittermeieri","Tsidy","1",NA,NA,NA,NA,1379,15,3,3,"Deplacement","","",NA,""
"245","-14.425747",49.39351,"Befamatra","Diurnal",2021-11-30,30,11,2021,"1",3,"7H 20M 0S","10H 45M 0S","8H 30M 0S","Eulemur_rubriventer","Eulemur","rubriventer","Tongona","4",1,3,1,2,1254,60,10,12,"Deplacement",NA,"Vitagno","",""
"246","-14.42697",49.39187,"Befamatra","Diurnal",2021-11-30,30,11,2021,"1",3,NA,NA,"9H 6M 0S","Eulemur_rubriventer","Eulemur","rubriventer","Tongona","1",NA,NA,1,NA,1270,30,12,6,"Repos",NA,"Rotrobiraviny","",""
"247","-14.423532",49.387917,"Befamatra","Nocturnal",2021-11-30,30,11,2021,"3",2,NA,NA,"20H 30M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,1,NA,NA,1406,35,20,15,"Repos","","Rotro",NA,""
"248","-14.424281",49.38956,"Befamatra","Nocturnal",2021-11-30,30,11,2021,"3",2,"18H 41M 0S","21H 5M 0S","18H 56M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,1,NA,NA,1396,85,20,20,"Repos","","Haramy",NA,""
"249","-14.424094",49.389413,"Befamatra","Nocturnal",2021-11-30,30,11,2021,"3",2,NA,NA,"19H 3M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,1,NA,NA,1332,85,25,20,"Repos","","Tavolo",NA,""
"250","-14.423283",49.386427,"Befamatra","Nocturnal",2021-11-30,30,11,2021,"3",2,NA,NA,"20H 9M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,1,NA,NA,1466,30,25,15,"Deplacement","","Rotro",NA,""
"251","-14.423433",49.387756,"Befamatra","Nocturnal",2021-11-30,30,11,2021,"3",2,NA,NA,"20H 21M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,1,NA,NA,1440,35,10,12,"Deplacecent","","Rotro",NA,""
"252","-14.424213",49.389287,"Befamatra","Nocturnal",2021-11-30,30,11,2021,"3",2,NA,NA,"19H 5M 0S","Microcebus_mittermeieri","Microcebus","mittermeieri","Tsidy","1",NA,1,NA,NA,1323,60,6,5,"Deplacement","","Makavia",NA,""
"253","-14.423986",49.388227,"Befamatra","Nocturnal",2021-11-30,30,11,2021,"3",2,NA,NA,"19H 25M 0S","Microcebus_mittermeieri","Microcebus","mittermeieri","Tsidy","1",NA,1,NA,NA,1404,40,15,10,"Deplacement","","Liane",NA,""
"254","0",0,"Befamatra","Diurnal",2021-12-01,1,12,2021,"2",3,"7H 57M 0S","10H 27M 0S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"255","-14.425142",49.396384,"Befamatra","Nocturnal",2021-12-01,1,12,2021,"1",3,NA,NA,"19H 15M 0S","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","1",NA,NA,NA,NA,1243,50,9,10,"Alimentation","Tsigaovatra","Tsigaovatra",NA,""
"256","-14.425106",49.395961,"Befamatra","Nocturnal",2021-12-01,1,12,2021,"1",3,NA,NA,"19H 24M 0S","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","1",NA,NA,NA,NA,1224,70,12,15,"Deplacemennt","","Kisaka",NA,""
"257","-14.425041",49.396362,"Befamatra","Nocturnal",2021-12-01,1,12,2021,"1",3,NA,NA,"18H 59M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,NA,NA,NA,1210,85,8,10,"Repos","","Tafonona",NA,""
"258","-14.425125",49.395924,"Befamatra","Nocturnal",2021-12-01,1,12,2021,"1",3,NA,NA,"19H 34M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","3",NA,NA,NA,NA,1229,80,10,12,"Repos","","Vapaka",NA,""
"259","0",49.395778,"Befamatra","Nocturnal",2021-12-01,1,12,2021,"1",3,NA,NA,"19H 35M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,NA,NA,NA,1239,70,20,26,"Deplacement rapide","","Vapaka",NA,""
"260","0",49.395838,"Befamatra","Nocturnal",2021-12-01,1,12,2021,"1",3,NA,NA,"20H 11M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","2",NA,NA,NA,NA,1243,50,9,10,"Alimentation","Tsigaovatra","Tsigaovatra",NA,""
"261","0",49.395838,"Befamatra","Nocturnal",2021-12-01,1,12,2021,"1",3,NA,NA,"20H 15M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,NA,NA,NA,1243,35,10,9,"Repos","","Vapaka",NA,""
"262","-14.424972",49.396411,"Befamatra","Nocturnal",2021-12-01,1,12,2021,"1",3,NA,NA,"18H 0M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","2",NA,NA,NA,NA,1218,70,12,14,"Alimentation","Vapaka","Vapaka",NA,""
"263","-14.424996",49.396388,"Befamatra","Nocturnal",2021-12-01,1,12,2021,"1",3,NA,NA,"19H 4M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,NA,NA,NA,1215,40,14,12,"Alimentation","Vapaka","Vapaka",NA,""
"264","-14.425125",49.395924,"Befamatra","Nocturnal",2021-12-01,1,12,2021,"1",3,NA,NA,"19H 36M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,NA,NA,NA,1229,30,30,20,"Deplacement","","Vapaka",NA,""
"265","-14.424812",49.396662,"Befamatra","Nocturnal",2021-12-01,1,12,2021,"1",3,"18H 33M 0S","21H 30M 0S","18H 47M 0S","Microcebus_mittermeieri","Microcebus","mittermeieri","Tsitsy","1",NA,NA,NA,NA,1194,35,8,15,"Repos","","Vongomena",NA,""
"266","0",0,"Befamatra","Diurnal",2021-12-02,2,12,2021,"3",4,"15H 8M 0S","16H 41M 0S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"267","0",0,"Befamatra","Diurnal",2021-12-02,2,12,2021,"2",4,"14H 55M 0S","16H 55M 0S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"268","-14.423279",49.386894,"Befamatra","Nocturnal",2021-12-02,2,12,2021,"3",3,"18H 30M 0S","20H 0M 0S","18H 52M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,NA,NA,NA,1488,70,10,12,"Repos","","Harongana",NA,""
"269","-14.42421",49.389475,"Befamatra","Nocturnal",2021-12-02,2,12,2021,"3",3,NA,NA,"19H 24M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,NA,NA,NA,1336,70,30,30,"Deplacement","","Piro",NA,""
"270","-14.424036",49.389891,"Befamatra","Nocturnal",2021-12-02,2,12,2021,"3",3,NA,NA,"19H 31M 0S","Eulemur_rubriventer","Eulemur","rubriventer","Tongona","3",NA,3,1,2,1319,75,25,30,"Dormir","","",NA,""
"271","-14.424043",49.390061,"Befamatra","Nocturnal",2021-12-02,2,12,2021,"3",3,NA,NA,"19H 39M 0S","Microcebus_mittermeieri","Microcebus","mittermeieri","Tsidy","1",NA,NA,NA,NA,1308,70,35,30,"Deplacement rapide","","",NA,""
"272","0",0,"Befamatra","Diurnal",2021-12-03,3,12,2021,"1",4,"14H 25M 0S","16H 51M 0S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"273","0",0,"Ambodihasina","Diurnal",2022-01-28,28,1,2022,"1",1,"8H 31M 0S","11H 55M 0S",NA,NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,"","",NA
"274","-14.563511",49.406018,"Ambodihasina","Nocturnal",2022-01-28,28,1,2022,"1",1,NA,NA,"19H 25M 0S","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","1",NA,1,NA,NA,1166,35,6,2,"Repos","","Hazina","",NA
"275","-14.56206",49.408321,"Ambodihasina","Nocturnal",2022-01-28,28,1,2022,"1",1,NA,NA,"20H 15M 0S","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","1",NA,1,NA,NA,1219,50,6,8,"Repos","","Kapokala","",NA
"276","-14.56206",49.408321,"Ambodihasina","Nocturnal",2022-01-28,28,1,2022,"1",1,NA,NA,"20H 53M 0S","Avahi_laniger","Avahi","laniger","Fotsife","1",NA,1,NA,NA,1232,20,10,7,"Repos","","Paka","",NA
"277","-14.562037",49.408244,"Ambodihasina","Nocturnal",2022-01-28,28,1,2022,"1",1,NA,NA,"21H 10M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,1,NA,NA,1228,35,18,25,"Alimentation","Tavolo","Tavolo","",NA
"278","-14.56236",49.407498,"Ambodihasina","Nocturnal",2022-01-28,28,1,2022,"1",1,NA,NA,"21H 24M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,1,NA,NA,1208,60,5,10,"Repos","","Rotro mena","",NA
"279","-14.563514",49.405958,"Ambodihasina","Nocturnal",2022-01-28,28,1,2022,"1",1,NA,NA,"19H 27M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,1,NA,NA,1166,35,12,10,"Repos","","Harongana","",NA
"280","-14.563381",49.404556,"Ambodihasina","Nocturnal",2022-01-29,29,1,2022,"2",1,"19H 15M 0S"," 22H 11M 0S","19H 58M 0S","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","1",NA,1,NA,NA,1172.094482,60,13,18,"Repos","","Hafotra","",NA
"281","-14.56467",49.404629,"Ambodihasina","Nocturnal",2022-01-29,29,1,2022,"2",1,"19H 15M 0S"," 22H 11M 0S","19H 18M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsihy","1",NA,1,NA,NA,1133.758301,75,12,12,"Deplacement","","Hafotra","",NA
"282","-14.56467",49.404629,"Ambodihasina","Nocturnal",2022-01-29,29,1,2022,"2",1,"19H 15M 0S"," 22H 11M 0S","19H 18M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsihy","1",NA,1,NA,NA,1133.758301,80,25,15," D̩placement rapide","","Harongana","",NA
"283","-15",49.404005,"Ambodihasina","Nocturnal",2022-01-29,29,1,2022,"2",1,"19H 15M 0S"," 22H 11M 0S","19H 31M 0S","Microcebus_mittermeieri","Microcebus","mittermeieri","Tsidy","1",NA,NA,NA,NA,1168.005371,15,2,1.5,"R̩pos","","","",""
"284","-14.563991",49.403984,"Ambodihasina","Nocturnal",2022-01-29,29,1,2022,"2",1,"19H 15M 0S"," 22H 11M 0S","20H 09M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsihy","1",NA,1,NA,NA,1175,30,10,12,"Repos","","","",NA
"285","-14.5685",49.404415,"Ambodihasina","Nocturnal",2022-01-30,30,1,2022,"3",1,NA,NA,"19H 50M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,1,NA,NA,1120,75,15,17,"Repos","","Tavolo","",NA
"286","-14.5685",49.404415,"Ambodihasina","Nocturnal",2022-01-30,30,1,2022,"3",1,NA,NA,"20H 20M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,1,NA,NA,1153,70,15,15,"Repos","","Tsimamasatsokina","",NA
"287","-14.567209",49.404586,"Ambodihasina","Nocturnal",2022-01-30,30,1,2022,"3",1,NA,NA,"21H 27M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,1,NA,NA,1157,80,7,6,"Alimentation","","Tsimamasatsokina","",NA
"288","-14.565654",49.405306,"Ambodihasina","Nocturnal",2022-01-30,30,1,2022,"3",1,"19H 5M 0S","21H 58M 0S","19H 6M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,1,NA,NA,1157,60,20,20,"Delacement","","Harongana","",NA
"289","-14.565739",49.405097,"Ambodihasina","Nocturnal",2022-01-30,30,1,2022,"3",1,NA,NA,"19H 38M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,1,NA,NA,1157,80,10,17,"Repos","","Harongana","",NA
"290","0",0,"Ambodihasina","Diurnal",2022-01-29,29,1,2022,"3",1," 9H 12M 0S"," 12H 23M 0S",NA,NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","-14.565607",49.405298,"Ambodihasina","Diurnal",2022-01-31,31,1,2022,"3",2," 14H 22M 0S","16H 48M 0S","14H 40M 0S","Propithecus_candidus","Propithecus","candidus","Simpona","5",1,4,2,2,1164.905151,17,25,6,"D̩placement","Tafononana","Tafononana",NA,NA
"292","-14.570749",49.403026,"Ambodihasina","Nocturnal",2022-01-31,31,1,2022,"3",2,"19H 0M 0S","22H 38M 0S","19H 4M 0S","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","1",NA,1,NA,NA,1097,45,3,5.5,"Repos","","Taranta","",NA
"293","-14.570058",49.40294,"Ambodihasina","Nocturnal",2022-01-31,31,1,2022,"3",2,NA,NA,"19H 55M 0S","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","1",NA,NA,NA,NA,1087,60,35,20,"Repos","","Rotro","",NA
"294","-14.569311",49.40348,"Ambodihasina","Nocturnal",2022-01-31,31,1,2022,"3",2,NA,NA,"20H 35M 0S","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","1",NA,NA,NA,NA,1085,10,20,13,"Repos","","Ampaly","",NA
"295","-14.5688",49.404318,"Ambodihasina","Nocturnal",2022-01-31,31,1,2022,"3",2,NA,NA,"21H 10M 0S","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","1",NA,NA,NA,NA,1123,50,8,10,"Repos","","Voantsilana","",NA
"296","-14.570583",49.403052,"Ambodihasina","Nocturnal",2022-01-31,31,1,2022,"3",2,NA,NA,"19H 24M 0S","Avahi_laniger","Avahi","laniger","Fotsife","4",1,3,NA,NA,1108,45,15,12,"Repos","","Haramy","1 femelle porte bebe",NA
"297","-14.569684",49.40314,"Ambodihasina","Nocturnal",2022-01-31,31,1,2022,"3",2,NA,NA,"20H 10M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","2",NA,NA,NA,NA,1016,70,25,10,"Delacement","","Mongy","",NA
"298","-14.561819",49.408543,"Ambodihasina","Diurnal",2022-01-30,30,1,2022,"1",2,"8H 10M 0S","11H 1M 0S"," 8H 45M 0S","Eulemur_albifrons","Eulemur"," albifrons"," Komba tomboloha","7",1,6,2,4,1171.405518,35,15,10," D̩placement"," Kabokala","","1 femelle porte b̩b̩",NA
"299","-14.56039",49.411613,"Ambodihasina","Nocturnal",2022-02-01,1,2,2022,"1",2,"19H 6M 0S","21H 26M 0S","19H 11M 0S","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","2",NA,2,NA,NA,1216,70,5,4,"Repos","","Liane","",NA
"300","-14.560235",49.411346,"Ambodihasina","Nocturnal",2022-02-01,1,2,2022,"1",2,NA,NA,"19H 23M 0S","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","1",NA,1,NA,NA,1229,90,10,10,"Repos","","Vongo","",NA
"301","-14.560289",49.410951,"Ambodihasina","Nocturnal",2022-02-01,1,2,2022,"1",2,NA,NA,"19H 38M 0S","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","1",NA,NA,NA,NA,1237,45,9,5,"Repos","","Telotritry","",NA
"302","-14.562813",49.406927,"Ambodihasina","Nocturnal",2022-02-01,1,2,2022,"1",2,NA,NA,"20H 50M 0S","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","1",NA,1,NA,NA,1191,40,7,6,"Repos","","Trotroko","",NA
"303","-14.560242",49.411317,"Ambodihasina","Nocturnal",2022-02-01,1,2,2022,"1",2,NA,NA,"19H 26M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,1,NA,NA,1210,90,15,15,"Repos","","Tavolo","",NA
"304","-14.561027",49.409319,"Ambodihasina","Nocturnal",2022-02-01,1,2,2022,"1",2,NA,NA,"20H 13M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,1,NA,NA,1261,70,9,6,"Repos","","Tavolo","",NA
"305","0",0,"Ambodihasina","Diurnal",2022-01-29,29,1,2022,"2",1," 9H 8M 0S","12H 35M 0S",NA,NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,"","",NA
"306","-14.559588",49.405533,"Ambodihasina","Nocturnal",2022-02-02,2,2,2022,"2",2,NA,NA,"19H 58M 0S","Avahi_laniger","Avahi","laniger","Fotsife","2",NA,NA,NA,NA,1238,25,7,7,"Repos","","","",NA
"307","-14.558313",49.404815,"Ambodihasina","Nocturnal",2022-02-02,2,2,2022,"2",2,NA,NA,"19H 39M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","2",NA,NA,NA,NA,1286,70,18,20,"Deplacement","","Hafotra","",NA
"308","-14.560755",49.405618,"Ambodihasina","Nocturnal",2022-02-02,2,2,2022,"2",2,NA,NA,"20H 34M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","2",NA,NA,NA,NA,1225,80,25,30,"Repos","","Paka","",NA
"309","-14.562814",49.404945,"Ambodihasina","Nocturnal",2022-02-02,2,2,2022,"2",2,NA,NA,"21H 39M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,NA,NA,NA,1192,65,12,14,"Deplacement","","","",NA
"310","-14.571081",49.403166,"Ambodihasina","Diurnal",2022-01-31,31,1,2022,"3",2," 14H 22M 0S","16H 48M 0S","16H 35M 0S","Eulemur_rubriventer","Eulemur","rubriventer"," Tongona","3",1,2,0,2,1114.071411,30,30,20,"D̩placement rapide","Rotro mena(Syzygium sp)","Rotro mena","",NA
"311","-14.560302",49.411221,"Ambodihasina","Nocturnal",2022-02-03,3,2,2022,"1",3,NA,NA,"21H 18M 0S","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","1",NA,1,NA,NA,1215,20,20,3,"Repos","","Valagnirana","",NA
"312","-14.560459",49.411608,"Ambodihasina","Nocturnal",2022-02-03,3,2,2022,"1",3,NA,NA,"21H 35M 0S","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","1",NA,1,NA,NA,1251,60,15,10,"Repos","","Taintsitsihy","",NA
"313","-14.561576",49.408793,"Ambodihasina","Nocturnal",2022-02-03,3,2,2022,"1",3,NA,NA,"22H 9M 0S","Avahi_laniger","Avahi","laniger","Fotsife","1",NA,1,NA,NA,1237,75,2,2,"Repos","","Hasina","",NA
"314","-14.562091",49.407954,"Ambodihasina","Nocturnal",2022-02-03,3,2,2022,"1",3,NA,NA,"22H 25M 0S","Avahi_laniger","Avahi","laniger","Fotsife","1",NA,NA,1,NA,1223,70,6,5,"Repos","","Rotro","",NA
"315","-14.560109",49.4105,"Ambodihasina","Nocturnal",2022-02-03,3,2,2022,"1",3,NA,NA,"21H 2M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,1,NA,NA,1144,85,25,20,"Repos","","Tavolo","",NA
"316","-14.560135",49.410592,"Ambodihasina","Nocturnal",2022-02-03,3,2,2022,"1",3,NA,NA,"21H 40M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","1",NA,1,NA,NA,1251,90,25,25,"Repos","","Tavolo","",NA
"317","0",0,"Ambodihasina","Diurnal",2022-02-01,1,2,2022,"1",3,"15H 34M 0S","17H 22M 0S"," NA",NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,"","",NA
"318","0",0,"Ambodihasina","Diurnal",2022-02-01,1,2,2022,"2",2,"14H 59M 0S","16H 01M 0S",NA,NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,"","",NA
"319","-14.563485",49.404693,"Ambodihasina","Nocturnal",2022-02-05,5,2,2022,"2",3,NA,NA,"19H 45M 0S","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","1",NA,NA,NA,NA,1167,68,7,7,"Repos","","Rotro","",NA
"320","-14.564671",49.404419,"Ambodihasina","Nocturnal",2022-02-05,5,2,2022,"2",3,NA,NA,"21H 45M 0S","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","1",NA,NA,NA,NA,1115,85,7,6,"Repos","","Mongy","",NA
"321","-14.564285",49.404078,"Ambodihasina","Nocturnal",2022-02-05,5,2,2022,"2",3,NA,NA,"19H 26M 0S","Avahi_laniger","Avahi","laniger","Fotsife","1",NA,NA,NA,NA,1169,40,15,10,"Repos","","","",NA
"322","-14.567176",49.404648,"Ambodihasina","Nocturnal",2022-02-05,5,2,2022,"3",3,NA,NA,"20H 12M 0S","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsy","2",NA,NA,NA,NA,1159,40,20,10,"Combat","","Vagnana","",NA
