"","Elevation","CanopyHeight","Ruggedness","ForestCover","ForestLoss","SiteTransect","ForestLossProp","Species"
"193",1162.05577689243,20.7450980392157,20.764531842266,255,0,"Androfiabe_2",0,"Cheirogaleus_crossleyi"
"194",1076.91341991342,22.4583333333333,26.6796695288126,239,0,"Androfiabe_3",0,"Cheirogaleus_crossleyi"
"195",1192.16455696203,23.6340206185567,32.2889697762984,158,2,"Antanambe_1",0.0126582278481013,"Cheirogaleus_crossleyi"
"196",1113.4554973822,24.1576763485477,26.1122184636081,197,2,"Antanambe_2",0.0101522842639594,"Cheirogaleus_crossleyi"
"197",1144.95884773663,21.6133333333333,34.1540389316072,239,5,"Antanambe_3",0.0209205020920502,"Cheirogaleus_crossleyi"
"198",1237.81208053691,21.0052631578947,29.2227239736775,138,0,"Befamatra_1",0,"Cheirogaleus_crossleyi"
"199",1232.18181818182,26.9868421052632,33.587181863706,124,0,"Befamatra_2",0,"Cheirogaleus_crossleyi"
"200",1400.72440944882,24.523178807947,29.0751707647729,123,0,"Befamatra_3",0,"Cheirogaleus_crossleyi"
"201",976.060975609756,21.6519607843137,29.4330442242506,164,0,"Betaolana_1",0,"Cheirogaleus_crossleyi"
"202",1154.08641975309,20.9329896907216,37.2585995403337,161,4,"Betaolana_2",0.0248447204968944,"Cheirogaleus_crossleyi"
"203",1079.1880733945,24.9120879120879,25.0818552533421,219,0,"Betaolana_3",0,"Cheirogaleus_crossleyi"
"204",1165.98901098901,20.8623853211009,25.4467883267245,95,0,"Ambavala_1",0,"Lepilemur_saeli"
"205",1113.11764705882,22.4871794871795,27.2393968806547,66,0,"Ambavala_2",0,"Lepilemur_saeli"
"206",1069.03896103896,23.125,21.1394919234437,82,0,"Ambavala_3",0,"Lepilemur_saeli"
"207",1198.04285714286,25.9204545454545,23.87898947852,69,0,"Ambodihasina_1",0,"Lepilemur_saeli"
"208",1189.42168674699,25.8265306122449,21.9269823855664,78,0,"Ambodihasina_2",0,"Lepilemur_saeli"
"209",1097.88888888889,24.6835443037975,25.7692686111208,64,0,"Ambodihasina_3",0,"Lepilemur_saeli"
"210",1141.87671232877,21.8571428571429,34.8012568983313,80,0,"Ambodimandresy_1",0,"Lepilemur_saeli"
"211",1091.95774647887,23.6144578313253,41.2539027308075,72,0,"Ambodimandresy_2",0,"Lepilemur_saeli"
"212",1061.64516129032,25.5,27.8891179587251,89,0,"Ambodimandresy_3",0,"Lepilemur_saeli"
"213",1167.28431372549,24.7426470588235,33.2721462530248,112,2,"Ambodivoara_1",0.0178571428571429,"Lepilemur_saeli"
"214",1127.67391304348,24.3981481481481,39.8307095092276,89,0,"Ambodivoara_2",0,"Lepilemur_saeli"
"215",1163.49523809524,26.4351145038168,31.9908407529195,105,2,"Ambodivoara_3",0.019047619047619,"Lepilemur_saeli"
"216",1134.12621359223,22.0692307692308,34.1630139674955,107,6,"Ambodivoara_4",0.0560747663551402,"Lepilemur_saeli"
"217",1051.9649122807,24.3768115942029,33.3948031893948,55,0,"Ambodivoara_5",0,"Lepilemur_saeli"
"218",1085.43859649123,17.6176470588235,23.7262189848381,57,0,"AmbodivohitraKobahina_1",0,"Lepilemur_saeli"
"219",1123.16216216216,23.5913978494624,24.3682708611359,78,0,"AmbodivohitraKobahina_2",0,"Lepilemur_saeli"
"220",1078.46428571429,23.4245283018868,19.3014937923068,85,0,"AmbodivohitraKobahina_3",0,"Lepilemur_saeli"
"221",1165.46218487395,20.7112676056338,21.2164034082108,117,0,"Androfiabe_1",0,"Lepilemur_saeli"
"222",1164.30701754386,20.648275862069,18.5351858640972,118,0,"Androfiabe_2",0,"Lepilemur_saeli"
